标题,name,action,main-meta,详情标题,short,comment-time,votes,score
再会,木卫二,32,2020-06-04 21:41:45,大轮回,标记了整7年才看。题材聊备一格，编剧不够精致。彭雪芬古装好美，哦，阿sa蔡卓妍有点像她，激流勇退，可喜可惜,2015-07-02,1.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,第一世★★★★第二世★★第三世★★★拍生死情缘，胡胖子可以做出类似后来《忠烈图》的感觉，但李行、白景瑞二位爷经不住考验，潜藏的琼瑶心像一枝红杏，出墙来了！PS：第一世里，彭雪芬的一个侍女，好像郑佩佩！,2012-07-02,1.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,台湾电影史重要事件：三对三PK，《大轮回》落败《儿子大玩偶》。1、“原来是日本朋友”…三倍加速的胡金铨电影，彭雪芬古装扮相超级好看。 2、“你留下来跟着我，要不然我跟你走”，这是琼瑶的民国七号？笑场最多。3、澎湖民俗奇观大展示，作乩的场面真是原汁原味啊，可惜白景瑞无法驾驭这样的题材。,2015-10-25,3.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三人之间三世轮回的孽缘啊…胡金铨的开篇奇险惊心，却强行终止了；李行的民国戏是如假包换的琼瑶小言，亮点只在最后戏台上的假戏真做；白景瑞的现代戏有点把我吓着了，诡异的现代舞、恶心的民俗法事，还能不能愉快地看电影！起了《大轮回》这样大气磅礴的片名竟然不是历史题材，伐开心！╭(╯^╰)╮,2015-10-27,3.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三个导演各有风格，最喜欢的还是胡金铨那个，武侠风，讲的都是两男一女之间的爱情主题，前两个结局一致，都是“良辰美景奈何天，苦命鸳鸯两难全。”好在最后一个还算圆满。反正总有世道轮回、爱情百转千折的感觉。至于石隽，总感觉他长了一张坏人的脸，而且是那种笑里藏刀、坏到骨子里的那种坏人。,2018-04-25,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三生三世，十里鬼畜（前两世笑到头掉hhhh 编剧的脑回路简直是清奇本奇了。第三世先锋得有点不合群，从活捉三郎的蜘蛛腹千手墙（哥特梦幻不让罗伯特威尔逊，到魔鬼舞步七星步，再到舞团谈判的俯视角拍摄（万相皆入轮回，妙极妙极。,2019-06-17,2.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,現在看來張永祥的劇本概念還是挺有趣的。甚至到現在還能看到很多舊酒新瓶概念的電影/劇集出現。胡金銓依然是那個最會拍明朝江湖的人，段落雖短，但從各個部門的執行與調度等創造力都一如以往精彩。但是有個問題，第一世石雋飾演極惡之人確實很難讓人信服；李行拍的民國第二世，算是較精彩的。（儘管還是覺得胡拍得很精緻）近似粵語長片的調子，唱戲那場表現非常好；白景瑞的第三世受制於前兩世的鋪墊，必然是期望最大的。因為是承載著顛覆的概念。但從觀感上並不如前兩世。很大程度在於拉不開時代的差異。因此第三世既不是特別現代又不是特別保守。走向有點偏向瓊瑤電影。@TFI 4K Scan 2K Restored,2019-10-21,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,2019年国影数位修复版，可敬，可叹。是在台湾新浪潮之声的冲击下拍的短片合集，却并非常规意义的拼盘电影，三位导演虽然都在各自的赛道上组织语汇，却又在轮回的概念下，用同组领衔主演去讲宿命的不可逆转。三世的人物相互纠缠、牵绊、推搡，一层层地、愈来愈重地被命运的阴影拖住阵脚，于是在舒适区拍武侠的胡金铨和拍传统梨园故事的李行，都为跳现代舞的白景瑞添了一把柴火。在最后一个短片中，新与旧的争斗完全显露出来，残忍的建醮民俗与自由的舞蹈交叉剪辑，把人物一步步推向难以挣脱的悲剧循环之中。而作为一个整体看，《大轮回》所拍题材又是全然东方、全然中国的，而不止于以奇情取悦观众。乩童终究还是离开小岛，来到都市戏院寻找爱人，可见大导演们心如明镜：在未到来的第四世里，新电影将势不可挡地席卷而来。,2020-06-05,0.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三個不同時空、三位相同演員 (跟《最好的時光》原意有點像對吧？)，一把魚腸劍貫穿全戲，最終唐山過台灣，淪為菊島漁村神壇的作法器具。1983年，《兒子的大玩偶》、《小畢的故事》、《風櫃來的人》、《海灘的一天》等片揭示台灣新電影的可能性，老導演們的《大輪迴》自然遭到忽略，如今重新回頭審視，不乏為趣味盎然的小品佳作，更有一種交棒給年輕下一代的味道。戲份吃重且突出的彭雪芬，嫁入台新後旋即息影，固然少了一名極具潛力的演員，但我們也因此能得知她贊助修復，足見她對本片懷有之情感。,2020-06-04,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,石雋在映後座談表示：胡金銓導演愛試戲，有時不試戲就「撞」，李行、白景瑞兩位導演卻愛NG，有一場戲NG二十七次……全文：http://hou26.org/zeta/golden2004e.htm#s,2012-11-25,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,只有胡金铨的第一世能看，但也不是很好看。李行和白景瑞的二三世琼瑶附体。,2013-07-03,1.0,1
再会,木卫二,32,2020-06-04 21:41:45,大轮回,故事上第二段和第三段差不多，第三段多了批判意义。第一段胡金铨最好，场面调度，故事性都很好看。,2019-06-17,1.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,当真是因果吗，我不觉得，三生三世好像只说了报应，除去互为生死的契机，他们的缘分真的很薄，见面即是破碎的时刻，不能定义为是一场完整的有着种因得果的爱情。为了考虑故事的层面，在人物角色上损失不少，女性角色在三生三世中的演变可谓是格局越来越小，虽然是都是我好像见过你的平等，但是自第一世后都是女性像吸铁石一般被吸过去，足足为了爱情冲昏了头脑，第二世做的是传统的戏曲故事，世家公子和多情戏子，但到了第三世即使女主角已是先锋舞团的舞者，仍旧只能够说出“你是选我，还是选跳乩”如此主观自私的对白。,2020-02-15,0.0,1
再会,木卫二,32,2020-06-04 21:41:45,大轮回,#siff19# - 5 哈哈哈哈哈哈哈哈哈哈哈哈哈请允许我先笑一会！太搞笑了哈哈哈哈哈哈第一世是武侠片梗超多又阴差阳错诡计多多的好笑，第二世肉麻得好笑，第三世是看到三个主演出来以及一丢丢兄弟暧昧的好笑。第二世那个马家丫鬟好像是傅娟（欧阳娜娜妈妈）演的。感觉修复的好几处的背景音直接搞没了全场都有点？？？最后，彭雪芬也太好看了吧！,2019-06-17,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,天呐这电影也太好笑了吧？上影节惊喜！放在现代就是最流行的重生文，三生三世那种。胡金铨开篇很强，而且完全不按套路出牌，人物之间的关系矛盾设置的最为精彩；李行的第二段民国戏也承接的很好，而且非常搞笑，很多台词与剪接都相当鬼畜，完全能够做B站风靡素材；白景行的第三段稍弱，歌舞团的设置与第二段的戏班有重复之感，但对于台湾当地民俗的展示是亮点。总之非常推荐，这样的命题作文拍得妙趣横生，什么时候能再有三位导演这么玩？（铁三角之后就没有了）,2019-06-16,1.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,不是喜剧片，但全程爆笑，很多人忍不住拍手称赞，1983年的片子台词放在现在竟然很有现代感，鼓掌。,2019-06-17,1.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,武侠里的美女很有气质，李行的人物拿捏的最好，白景瑞的舞台布景真是绝了(决定加一星)，三段各有特色，混搭在一起却觉得怪怪的，不知道是不是受困于命题……,2015-11-06,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,果真还是金铨滴故事最对胃口。。石隽只有在饰演跟自己面相相衬滴角色时，我才能看出他的好来。。。。,2012-07-05,2.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,必须是胡金铨的最佳。第三世跳大神那段周围全都是受不了的斯斯斯声。【第三世胡雪芬的穿搭也太好看了吧 @TokyoFLIMEX,2019-11-25,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,本片有一个高明的戏剧结构，借助一把鱼肠剑的命运，给三大导演开辟了明朝，民国和现代的可供发挥个人特色的战场，但三大导演在戏味和主旨的联系不够紧密，有点各自为政的味道，论个人表现，以胡金铨导演的第一世最为成功，依旧维持了杰出的取景和高度的动作节奏。李行导演的第二世稍显平淡，但写情则较为成功，结局的假戏真做十分精彩。白景瑞导演的第三世拍得最为散乱，无法在有限的篇幅里表达庞大的题旨，使得整部电影出现了头重脚轻的感觉，但本片的制作十分严谨，民族风味亦相当浓郁。,2019-09-07,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三个导演的三世三生，胡金铨的第一世最为曲折，后两个故事则过于小情小爱了。,2014-04-01,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,太鬼畜太开心了哈哈哈哈，第三个故事表达其实很牛逼。,2019-06-17,1.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,其实从鱼肠剑的故事拍起会更有味道，李行的第二段除了京剧段子外都比较水，观影现场从头笑到尾，证明这样节奏的华语影视真的已经彻底翻篇了。,2019-06-16,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,第一段果然是胡金铨的，镜头和剪辑比较犀利，打斗竟然也稍微好了一点。但故事情节依然很让人尴尬。他的脑子一般是我们理解不了的。第二段的语言和那种礼节、规矩什么的，挺好，结局略有点突兀。第三段情节也略有点傻，但总体还行。刚看完我还以为是一个人拍的，用不同方式和故事表达了一种复杂的感情。,2016-07-18,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,还是胡金铨拍的侠女最美，第一世的运镜和视角绝了，想到前些年4k修复的《山中传奇》，胡金铨的修复片必看了！最后现代舞是认真的吗…… #siff2019# 07 @ 上海影城,2019-06-18,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,#22nd SIFF#第五场：全场一起看，简直成了喜剧，笑点太多了。第一世真是奇情小说的范本，第三世选点好，但挖掘得不够，第二世最一般。,2019-06-17,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,"又是一个观影感受很奇特的片子。一把鱼肠剑，三世轮回，三生孽缘。胡导的明朝部分还是风格鲜明，但是里面的人物，刚烈的刚烈，阴狠的阴狠，这么说吧，就像是重麻重辣的四川火锅。第二个故事，好家伙，狗血程度堪比琼瑶言情剧。宛如一只加了3倍糖的马卡龙。第三世，凌乱现代舞艺术和乩舞法事大PK，有种星移斗转的眩晕感，期间各种自残自虐爬刀梯的血腥，大抵是一份带着血丝和生腥味的奇特分子料理吧。
总的来说，就是用鱼肠剑做的一份料理三吃。一本正经胡说八道完。",2018-12-14,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,2019.06.15. 第22届上海国际电影节。三段故事都很狗血，但胡金铨的明朝、李行的梨园、白景瑞的台湾民俗很惊艳，彭雪芬真是太美了……,2019-06-15,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,被遗忘在历史的杰作啊！未婚夫妻——锦衣卫；戏班师兄妹——富家公子；法师兄弟——舞蹈演员。三个人在三段里面分别当了一次闯入的“他者”。三角关系之外，主题则是个人与家国情怀——阶级隔阂——民俗走入现代。胡导武侠依旧凌厉，李行较为温婉儒雅，白景瑞更理性主义一些。彭雪芬那时候真是惊艳！,2018-04-26,2.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨第一段最好，招牌风格够突出，将男女情后置，山水飞舟招式缠斗，短短30分钟内人物刻画也不俗，一出血色明朝江湖录。李行第二段最差，民国狗血琼瑶剧，无聊至极。白景瑞第三段亦可，现代与原始的对立与冲撞，唯结尾烂掉。,2020-06-04,1.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,有意思的片子，喜欢这种短片却有关联的叠加，还是穿越的……还得说奇爱博士他们忽悠得好啊…… 很奇特，原本是冲着“坐楼杀惜”去的，结果那扮相……笑得肖老师她们哟~~~依然各种笑场 小公主一开始犯困，后面兴奋了点儿。白景瑞的诡谲风格啊…… 2015-11-1 中国电影资料馆 李行作品回顾第二轮,2015-11-02,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,2019全新2k修复，三个部分代表着当时台湾最能卖的三种类型，武侠，琼瑶式言情和乡土电影。第三部最好，第二部太尬，胡金铨正常发挥。,2019-06-15,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,意外三段都有自己的出彩之处，第三段近乎纪录片拍法的民俗展示那段可以说是意料之外的亮点，坐我右边的观众那段全程低头不敢看 ★★★☆,2019-06-23,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,流水落花春去也，蓦回首今夕何夕。,2015-01-25,3.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,3.5 TFAI数字修复：第一世非常金铨，山水风流，剪辑利落，公子献头的大义，鸳鸯殒命的凄美，都是怀古的浪漫。第二世伦理固然老套，戏用得好，杀惜不亚于别姬。第三世民族采风可独立成篇，现代与传统的对立到今天也未过时。彭雪芬太美。,2020-06-06,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,都是样板戏，第一世至少好看啊。李行还好意思黑琼瑶，说不拍琼瑶戏不看她的小说，他自己怕的这不是琼瑶是啥。,2015-10-24,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,狗血奇情奇幻动作神棍喜剧大片，在影院笑到窒息。,2019-06-15,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,宿世冤孽，胡金铨的第一世拍的很黑色阴郁，锦衣卫的残暴冷酷在这部电影里有所触及。鲁镇一与老师见面的情节很精彩，第二世简直就是《笑傲江湖》令狐冲林平之与岳灵珊关系的翻版。第三世是传统与现代的冲突,2012-12-02,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,台词都太糟糕了。总体来说第一世还行。后两世不能忍，好的地方是过渡得不错。彭雪芬太美啦。,2013-11-05,0.0,1
再会,木卫二,32,2020-06-04 21:41:45,大轮回,Asian Film Archive 修复版。第一世正看得津津有味时戛然而止，然后就是琼瑶小言和猎奇习俗展示，对李行的部分大概翻了几百个白眼。彭雪芬的古装好美。,2019-07-27,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨的武侠行程加快，感觉展开有些诡异，但也有趣；李行的民国故事最通俗，戏中戏的疯狂，也算一个承接；白景瑞的下乡冲突感最强，对人物所代表的文化表现强烈，对冲突双方都有所警示，但结尾仍呈现希望。彭雪芬古装好美，到现代像换了个人；石隽角色最拧；姜厚任表现不多，但形象都很切合角色。,2015-11-20,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨电影回顾展。三个大师，三生三世三人情，讲述了宿命的笃定。无论什么时候，有些命运难以更改。野心很大的电影，让人回味，一下就把台湾电影拉高了很多档次。比较喜欢，这个电影看出了白景瑞，李行，胡金铨几个人的大师气象。,2017-10-15,0.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三生三世做冤家，魚腸劍終結者。都說第一世好但不鬼畜嗎？而且結尾的be有點蹊蹺⋯⋯,2020-06-04,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,倒是很好的呈现了几个人的风格。,2020-06-04,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,石雋 @ 華山光點 25/11/2012,2012-11-25,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,修复好像对第一部分改观最大哦。但也有可能另外两部分没法引起认真比较的兴趣。。,2020-06-04,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,#资料馆#李行展，三生三世，两男一女，终成眷属,2016-08-12,1.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,最清晰的版本居然是YouTube上的，一开始看就停不下来，结果最难找的这部倒是先看完了。彭雪芬好美啊，柔而不媚，纯真又不软弱。石隽演技超群，看似毫不用力，却把三个不同又隐约相似的角色都演得好真实。最后一个轮回中的扶乩那段，哪怕早两年，恐怕我都是看不太懂的，如今怕也没人再拍这样的故事了。,2018-07-05,0.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,"三个人的三生三世；
由一柄青铜鱼肠剑贯穿。

这一世本想与你，恩断义绝，永不来往。
怎奈何，下一世又与你，一见如故，从头面对。
只能够，抛开所有，坠入轮回漩涡；
沉迷下去，放眼迎接以后。
终落得，热情热血灰飞烟灭，来来回回走不出迷堆。

如果唯快不破是武功和剪辑的奥义，
那么假戏真做戏中作戏就是影片的核心。

到头来无可奈何时光流去，似曾相识故人归来。
爱上你，就算是深陷，仍是执迷不悔……",2019-06-24,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨一世很特别，四十分钟不够讲述一段完整故事和精神，当然也不够走路，他就故意将石隽的爱情，或者情欲，拍得真假难辨，倒值得深究了。李行浅了一层，但是唱戏杀人也看得。白景瑞就太浅薄了，简单的对立，但是他的悲剧感也最强。,2014-01-25,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,7.5分吧，虽然是冲着胡导演看的，但是从用意和表演来说，倒感觉白景瑞导的第三段最好。总体来说不是很喜欢全剧结尾，把生活和感情本身都充满了求而不得的挫折感给破坏掉了。表演层面是女主最自然（虽然京剧表演的段落演得太直露——顺变说一句，剧中好像直接用了周信芳《乌龙院》的录音也是醉了），男一除了第三段都像打酱油的，表演僵硬；石隽第二段演得不太好，不够偏执，感情铺垫不够，第一段感觉也有点“过”——讲道理，他第一段那种人设难道不是更适合给白鹰演嘛……,2020-06-05,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,资料馆2015.10.24.6:30,2015-10-25,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三个故事各有特点，非常有趣。胡金铨心机深重，人物关系似远似近、似真似假，最有嚼头，留下很多悬念；李行最接近古典，一招一式、唱念做打像极了之后的霸王别姬，举手投足都是“中国”；白景瑞神秘莫测，生生死死难以预料，以七星步舞作结，简直不能再妙！,2015-10-25,0.0,2
再会,木卫二,32,2020-06-04 21:41:45,大轮回,比较喜欢胡金铨拍的《第一世》，其他的两世简直渣渣，第二世琼瑶上身，第三世相当cult,2017-07-24,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三大导演集体失手。,2012-05-27,0.0,1
再会,木卫二,32,2020-06-04 21:41:45,大轮回,看來我的記憶真的是嚴重退化了，2015年的時候標記了看過，竟然沒有一點印象，這次二刷才又重溫了一遍劇情，終於知道了三個小故事的異同，第二世的故事簡直是精簡版的瓊瑤故事，台詞依然甜到掉牙，母胎solo的我又酸了。至於第一世和第三世的故事，突然覺得有點奇觀化了，愛情與道義、親情之間的張力沒有凸顯出來，導致人物和故事邏輯有點問題。不過第三世中的建醮民俗還是讓我開了眼界，雖然一直都聽聞對岸的各種拜神敬神活動豐富多彩，前兩年看的《寒單》也有類似活動的展現乃至哲學、神性層面的思考，但是沒想到這種活動中的殘忍一直在形式上流傳，通過肉體的疼痛來象征罪孽，進而贖罪，如果以這樣的方式讓大家明白:“人的心中都有神，就不會做壞事了”，是否值得肯定呢？,2015-11-06,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三手连弹三世轮回，胡金铨就显出高来。经典胡氏画风武打不必说，诡谲处颇有鬼谷风，三人纠葛更有世事如棋感。后两段李行的琼瑶大戏和白的扶乩大战格局都小了，不过意外很喜欢李行拍得行云流水温润如玉。,2015-11-01,1.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨的仙 李行的甜 白景瑞的真；4K扫描2K修复,2019-06-24,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,为了彭雪芬也值得一看啊！太美了！胡金铨的虽然好看，但是结局猝不及防有点突兀；李行的其实剧情是很顺的，但是台词和某些设计太搞笑了，特别是“我打我自己”那段以及接下来的奇妙台词，现场充满了欢乐的笑声～白景瑞的故事意蕴比较深,2019-06-16,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,画质太差了！毋庸置疑胡金铨第一回最好。宋江杀阎婆惜一段精彩。,2013-09-12,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,看起来是那种分分钟坠入狗血套路的三世轮回故事 但三段做出了三段的风情//而这样的中华故事也已经成为了一种过去程式 现在看来多少有点过时质感 但其实只要代入当年的状态还是挺好看的,2020-06-05,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,难以置信胡金铨竟然拍出这种烂片，乱七八糟的剧情，人物杂而乱，人物塑造单薄，节奏感极差，氛围渲染和铺垫都没有，连个二流片都算不上,2018-09-09,0.0,0
再会,木卫二,32,2020-06-04 21:41:45,大轮回,三世情缘，挺烂俗的故事，胡金铨四星，白景瑞三星，李行两星。看的渣画质，今年年底应该会出高清数位修复版，想看的友邻可以等等。,2019-10-02,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,快四十年前的电影了，没想到现在看还挺惊艳的，三个段落的剧情处理都有出人意料的桥段，相比之下，最喜欢的还是中间李行导演那段。,2019-06-17,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,恨死香港邵氏，恨死徐克了，徐枫你为什么不早点儿做富婆给我们胡导投资拍他想拍的电影啊……，大轮回在动作段落上的运镜，绝对可以证明我们的胡导才是华人第一大导演，而且他其实一直在进步着，几个景深镜头都把我看成傻逼了。,2013-11-12,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,喝酒看完（是的，我又在喝酒了），也算断续看了几部胡金铨（老觉得“胡金铨”这个名字是拍武侠的，而“张彻”是拍艺术片的），胡金铨当然超过他的同代人太多（那他能超我们我们这一代吗？可是我们这一代有什么高峰呢），但我一直没法实实在在get到，真正喜欢上（影响是影响，喜欢是喜欢），这部《大轮回》的第三世（白景瑞导演）赤裸裸地给我提示：胡金铨一直有一种鬼气，那也许就是我们今天看古人时附在我们眼睛上的白翳。当然了，古人都是死人嘛，一个人若是想要与古人想通，必得先染上一些鬼气乃至接受先到的死亡——成为鬼。说到鬼（有一个也许是谬误的看法：我觉得东西方，神是共通的，上帝嘛，如果忌讳“上帝”这个词，可以找其他词替代嘛，博尔赫斯的一朵花啊，图书馆啊，就更不用说“宇宙”了，鬼则不同，东西方的鬼实在是全然两样的事物），,2019-11-29,0.0,4
再会,木卫二,32,2020-06-04 21:41:45,大轮回,胡金铨的好看，李行的琼瑶，白景瑞的猎奇。李行的梨园与白景瑞的现代与民俗的冲撞，逃不出刻意二字。远不如《喜怒哀乐》，落败《儿子的大玩偶》其实也在情理之中。,2015-11-02,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,分别讲述暴力、纲常、信仰对人的控制与阻隔。说句公道话，胡金铨名气最大，而且武侠故事戏剧冲突较多，充满诡诈权谋，很多人理所当然觉得第一世最精彩。可我并不这样认为，后面两位导演都很有自己的特色。比如第三世，在我看来是最具现代性的，开篇的舞蹈剧及后面的舞蹈与做法事的平行蒙太奇都相当出彩,2015-10-25,1.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,人生如戏，虎度门出假戏真；因缘难断，三生石上旧精魂。p.s.:胡金铨＞李行＞白景瑞,2018-10-01,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,一把鱼肠剑贯穿三世，原来现在的“缘定三生”“情牵两世”早已有之。“我们才认识一两天，可是他于我就像是老朋友一般”，第一段情节最紧凑，第二段看坐楼杀惜，第三段看台湾民俗、活捉三郎。ps.扶乩大概就是一种精神麻醉吧,2016-02-06,0.0,3
再会,木卫二,32,2020-06-04 21:41:45,大轮回,来看李行却发现从喜怒哀乐开始越来越爱胡金铨，胡金铨武侠绝对欲罢不能。李行依然还是伦理，但是我很怀疑李老爷子是不是拍琼瑶拍多了“要么你留下来别走了，要么我和你走”差点笑哭。白景瑞相较于前两者稍弱，限于时长对亲情爱情、传统现代间的矛盾总觉得还可以更深，算是一点遗憾吧。,2015-11-13,0.0,2
